"n_PORiskAdditionalFloodInfo_PK","n_PORiskMasterFK","n_POTermMasterFK","n_CreatedTransactionFK","s_CommunityNumber","s_CommunityName","s_PanelNumber","s_MapSuffix","s_FloodZone","s_FloodZoneGroup","S_CommunitySFHA","s_CountyName","s_GrandfatheringTypeCode","s_BaseElevation","s_GICommunityNo","s_GIPanelNo","s_GIMapSuffix","s_GIMapZone","s_PriorPolicyNo","s_PriorPolicyExpDt","s_PriorCommunityNumber","s_PriorPanelNumber","s_PriorMapSuffix","s_PriorFloodZone","d_PriorMapDate","s_PriorBaseElevation","s_PolicyTypeCode","s_PolicyWaitingPeriod","d_PropertyPurchaseDt","s_PolicyMeetPRP","d_FloodLoanClosingDt","s_PriorCompanyNAIC","d_PriorNBDate","s_isInsuredTenant","s_RentalProperty","s_CondoOwnership","s_CondoDescription","s_IsCoverageFor","s_ManufactureMobileHome","s_DtOfConstructionSource","d_DateOfConstruction","s_BuildingCourseConstruction","s_BuildingOverWater","s_IsFoudationPartInWater","s_BuildingFederalLand","s_Occupancy","s_InsuredResides","s_NoOfUnits","s_BuildingPurpose","s_AddExtCoverage","s_Foundation","s_NoOfFloors","s_IsInsuredNonProfitEnt","s_IsBuildingHouseWarship","s_BuildingType","s_BuildingUse","s_IsSmallBusinessEmp","s_IsAgriculturalStruct","s_BuildingDescription","s_CBRSorOPA","d_CBRSOPADate","s_SevereLossProperty","s_FloodProgramType","s_FloodConstructionType","s_isBuildingWallRoof","d_InitialFirmDate","s_DetachedGarage","s_AddExtOtherAttachedGarage","n_ReplacementCost","n_ReplacementCostRatio","s_OtherBuilding","s_ContentLocationTRRP","s_PersonalPropertyHousehold","s_PersonalPropertyHouseholdDescribe","s_WithCOC_OR_EC","s_ElevationDifference","s_ElevationDifferenceTRRP","s_ElevationCertificateType","s_ElevatedBldgFreeObstruction","s_SubstantialImprovement","s_PolicyAssignment","n_PercResidentialPurposes","s_IsTownRowCondo","s_ResidentialUnit","s_NonResidentialUnit","s_TotalSqFootage","s_NonResidSqFootage","s_FloorInBuild","s_MobileHomePark","d_MobileHomeParkDate","s_IsPolicyMortgage","s_BaseFloodElevation","d_CurrentFirmDate","s_IsPriorFIPPolicy","s_IsReqByLender","s_IsPriorNFIPLapsed","s_IsCommunitySuspension","d_SuspensionDate","d_ReinstatementDate","s_IsEffeWithIn180Days","s_NoOfElevator","s_BldgConstructionType","s_NoOfDetatchedStruct","s_IsBldgContainME","s_AllMachinaryElevated","s_UnitLocatedOnFloor","s_IsPropNewlyMapped","s_IsNewPurchase","s_IsBldgNRHP","d_SubstantialImprovmentDate","s_IsPreFirmSubsidyEligible","s_RiskRating20","s_IsAddInsureds","s_TableNo","metadata","n_CreatedUser","d_CreatedDate","n_UpdatedUser","d_UpdatedDate"
26,14,22,27,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-05-23",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,110000.0,227,,,YES,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","1990-09-28",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-08-11 12:00:00",1,"2023-12-01 21:40:37"
27,8,13,26,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1996-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,154000.0,146,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-11-04 12:00:00",1,"2023-12-01 21:40:36"
28,9,23,28,"320001",,"0094",F,AOB,"",,INDEPENDENT CITY,NOGRANDFATHERING,,"320001","0094",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,12210.0,999,,,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"9999","1989-03-16",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-02-09 12:00:00",1,"2023-12-01 21:40:37"
29,11,24,29,"320018",,"8750",F,AO,AO,,NYE COUNTY,NOGRANDFATHERING,,"320018","8750",F,AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-06-30",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,2600.0,999,,,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-08-07 12:00:00",1,"2023-12-01 21:40:37"
30,3,21,30,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-03-23 12:00:00",1,"2023-12-01 21:40:37"
31,7,25,33,"065053",,"0002",F,AE,AE,,TEHAMA COUNTY,CONTINUOUSCOVERAGE,,"065053","0786",H,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1962-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,18000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"268","2011-09-29",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-11-08 12:00:00",1,"2023-12-01 21:40:37"
32,5,17,32,"060191",,"0000",E,AOB,"",,MERCED COUNTY,CONTINUOUSCOVERAGE,,"060191","0428",G,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1977-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,8000.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"167","2008-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3A,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2018-09-13 12:00:00",1,"2023-12-01 21:40:37"
33,15,26,34,"320018",,"0925",C,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-09-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,250000.0,100,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9999",,NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-06-27 12:00:00",1,"2023-12-01 21:40:37"
34,10,15,31,"320008",,"0000",F,A,A,,DOUGLAS COUNTY,CONTINUOUSCOVERAGE,,"320008","0265",G,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,BLDGPERMITDT,"1981-09-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,9000.0,999,,,YES,,,"00020",PLUSTWO,"3","10",,"",0,NO,,,,,,,,,"0","2010-01-20",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3C,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-07-18 12:00:00",1,"2023-12-01 21:40:37"
35,12,28,36,"060188",,"0005",D,AOB,"",,MERCED COUNTY,CONTINUOUSCOVERAGE,,"060188","0465",G,AHB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,25000.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"231",,YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3A,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-05-30 12:00:00",1,"2023-12-01 21:40:37"
36,16,29,37,"060188",,"0465",G,AOB,"",,MERCED COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,94000.0,255,,,YES,,,"00000",,"3","10",,"",0,NO,,,,,,,,,"9999",,NO,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3A,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-04-05 12:00:00",1,"2023-12-01 21:40:37"
37,4,30,38,"065071",,"0687",E,AH,AH,,TULARE COUNTY,NOGRANDFATHERING,,"065071","0687",E,AH,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1995-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100NONRESIDENTIAL",,SLABONGRADE,FLDTWOFLOORS,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,8100.0,999,,,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"0","2009-06-16",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2018-02-01 12:00:00",1,"2023-12-01 21:40:37"
38,6,27,35,"060188",,"0470",G,AOB,"",,MERCED COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1959-02-03",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,56000.0,110,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"1",,YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3A,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-06-13 12:00:00",1,"2023-12-01 21:40:37"
39,17,31,40,"320018",,"8840",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8840",F,AOB,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1994-01-01",NO,,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,7400.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","1990-09-28",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-08-02 12:00:00",1,"2023-12-01 21:40:37"
40,8,13,39,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1996-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15400.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2016-11-01 12:00:00",1,"2023-12-01 21:40:37"
41,18,32,42,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1983-10-16",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,7300.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999",,YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-08-29 12:00:00",1,"2023-12-01 21:40:37"
42,13,20,41,"320018",,"0000",C,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-06-06",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,203500.0,123,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999",,NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-07-12 12:00:00",1,"2023-12-01 21:40:37"
43,3,35,45,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-02-21 12:00:00",1,"2023-12-01 21:40:38"
44,5,34,44,"060191",,"0000",E,AOB,"",,MERCED COUNTY,CONTINUOUSCOVERAGE,,"060191","0428",G,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1977-01-01",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,8000.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"167","2008-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3A,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2018-09-18 12:00:00",1,"2023-12-01 21:40:38"
45,9,33,43,"320001",,"0094",F,AOB,"",,INDEPENDENT CITY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",NAX,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,YES,122100.0,205,,,YES,,,"00030",PLUSTHREE,"","10",,"",0,NO,,,,,,,,,"1","2016-12-22",NO,NO,NO,NO,"2016-12-30","2017-01-05",,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2018-02-19 12:00:00",1,"2023-12-01 21:40:37"
46,14,22,46,"320018",,"8740",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-05-23",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,110000.0,227,,,YES,,,"00020",PLUSTWO,"","10",,"",0,NO,,,,,,,,,"9999","1990-09-28",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2016-08-15 12:00:00",1,"2023-12-01 21:40:37"
47,8,38,49,"320018",,"8825",F,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","8825",F,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1996-01-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,15400.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-10-17 12:00:00",1,"2023-12-01 21:40:38"
48,10,36,47,"320008",,"0000",F,A,A,,DOUGLAS COUNTY,CONTINUOUSCOVERAGE,,"320008","0265",G,X,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,BLDGPERMITDT,"1981-09-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,90000.0,162,,,YES,,,"00020",PLUSTWO,"3","10",,"",0,NO,,,,,,,,,"0","2010-01-20",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3C,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-10-25 12:00:00",1,"2023-12-01 21:40:38"
49,11,37,48,"320018",,"8750",F,AO,AO,,NYE COUNTY,NOGRANDFATHERING,,"000000","","",AO,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1979-06-30",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,26000.0,197,,,YES,,,"09990",,"","10",,"",0,NO,,,,,,,,,"1","2015-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R2A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2018-08-07 12:00:00",1,"2023-12-01 21:40:38"
50,6,27,50,"060188",,"0470",G,AOB,"",,MERCED COUNTY,NOGRANDFATHERING,,"060188","0470",G,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1959-02-03",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,ELEWATEDONCRAWLSPACE,FLDONERFLOOR,NO,NO,,MAINHOUSEBLDG,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,5600.0,999,,,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"1","2008-12-02",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3A,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-06-23 12:00:00",1,"2023-12-01 21:40:38"
51,7,39,52,"065053",,"0002",F,AE,AE,,TEHAMA COUNTY,CONTINUOUSCOVERAGE,,"065053","0786",H,AE,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"1962-07-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPREFIRM,NO,,NO,NO,18000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,YES,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"268","2011-09-29",YES,NO,NO,NO,,,,"0",,,,,,,,,,YES,NO,,R3B,"{""s_RRMethod"":""B"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2018-10-16 12:00:00",1,"2023-12-01 21:40:38"
52,15,26,51,"320018",,"0925",C,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","0925",C,AOB,,,,,,,,,SFIP,ROLLOVER_RENEWAL,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2000-09-01",NO,NOTOVERWATER,NO,NO,SINGLEFAMILY,NO,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,25000.0,999,,LOWESTFLRONLYABOVEGROUNDLEVEL,NO,,,"00010",PLUSONE,"","10",,"",0,NO,,,,,,,,,"9999","1990-09-28",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGCONTENT""}",1,"2017-06-29 12:00:00",1,"2023-12-01 21:40:38"
53,13,20,53,"320018",,"0000",C,AOB,"",,NYE COUNTY,NOGRANDFATHERING,,"320018","0000",C,AOB,,,,,,,,,SFIP,LENDER30,,,,,,TENANT,NO,NO,,UNIT,NO,ORIGINALCONSTRDT,"2001-06-06",NO,,NO,NO,SINGLEFAMILY,YES,"1","100RESIDENTIAL",,SLABONGRADE,FLDONERFLOOR,NO,NO,,,NO,NO,,,,NO,FLOODREGULAR,FLDPOSTFIRM,NO,,NO,NO,20350.0,999,,,YES,,,"00000",,"","10",,"",0,NO,,,,,,,,,"9999","1990-09-28",NO,NO,NO,NO,,,,"0",,,,,,,,,,NO,NO,,R3A,"{""s_RRMethod"":""1"",""formType"":""Dwelling Policy"",""CovrgRequestedID"":""BUILDINGONLY""}",1,"2017-06-26 12:00:00",1,"2023-12-01 21:40:38"
